text,intent
kenapa pelanggan plan enterprise banyak yang off,FAKTOR_CHURN
bagaimana jumlah dunning secara keseluruhan semester ini,METRIK_OVERVIEW
berikan gambaran dashboard kuartal lalu,METRIK_OVERVIEW
ikhtisar metrik,METRIK_OVERVIEW
halo bot,GREETING
teknik untuk berhenti,MODEL_INFO
bagaimana days since login secara keseluruhan 60 hari terakhir,METRIK_OVERVIEW
analisis jumlah dunning untuk akun C-0500,ANALISIS_PELANGGAN
please sebutkan pemicu tidak aktif lagi tertinggi,FAKTOR_CHURN
bagaimana program mencegah tidak lanjut,STRATEGI_RETENSI
list pelanggan top account yang probabilitas mundur-nya tinggi,VIP_RISK
berikan ikhtisar dashboard bulan lalu,METRIK_OVERVIEW
berapa konsumen kontrak bulanan yang mau berhenti,JUMLAH_RISIKO_TINGGI
hei copilot,GREETING
subscriber dengan total tagihan tinggi yang mau cabut,VIP_RISK
daftarkan nasabah big client yang mau off,VIP_RISK
hitungan konsumen kontrak kuartalan yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
ada hitung pengguna yang berisiko tinggi,JUMLAH_RISIKO_TINGGI
berapa jumlah subscriber yang probabilitas resign-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
cek metrik utama hari ini,METRIK_OVERVIEW
cek usage untuk customer C-0099,ANALISIS_PELANGGAN
tindakan apa untuk akun dengan banyak tiket,STRATEGI_RETENSI
bagaimana revenue keseluruhan 30 hari terakhir,METRIK_OVERVIEW
teknologi apa yang digunakan prediksi tidak perpanjang,MODEL_INFO
kenapa banyak nasabah tahunan yang tidak aktif lagi,FAKTOR_CHURN
permisi bot,GREETING
halo copilot,GREETING
compose notifikasi follow up untuk klien C-0350,DRAF_EMAIL
fitur apa saja,GREETING
langkah untuk customer yang keterlambatan bayar-nya rendah,STRATEGI_RETENSI
mana yang lebih banyak tidak aktif lagi antara paket bulanan,SEGMEN_ANALISIS
kondisi member 90 hari terakhir gimana,METRIK_OVERVIEW
pergerakan resign untuk kontrak annual,TREN_CHURN
kasih snapshot kondisi bisnis minggu ini,METRIK_OVERVIEW
apa pola member yang tidak aktif lagi di plan basic,FAKTOR_CHURN
persentase tidak lanjut tiap kelompok customer,SEGMEN_ANALISIS
composekan pesan untuk user berisiko,DRAF_EMAIL
uraikan terakhir login untuk pelanggan C-0100,ANALISIS_PELANGGAN
hi there,GREETING
apa sih yang bikin subscriber berhenti,FAKTOR_CHURN
monthly vs annual churn,SEGMEN_ANALISIS
bagaimana evolusi berhenti kuartal lalu,TREN_CHURN
pergerakan angka berhenti berlangganan semester ini,TREN_CHURN
perlihatkan pemakaian bulanan untuk konsumen C-0150,ANALISIS_PELANGGAN
rencana untuk nasabah yang banyak tiket support-nya rendah,STRATEGI_RETENSI
subscriber top account dengan skor kepuasan rendah siapa,VIP_RISK
tindakan untuk pelanggan yang jumlah dunning-nya rendah,STRATEGI_RETENSI
tunjukkan jumlah dunning untuk member C-0025,ANALISIS_PELANGGAN
compose pesan untuk pelanggan top account yang mau keluar,DRAF_EMAIL
hitung klien kontrak kuartalan yang mau mundur,JUMLAH_RISIKO_TINGGI
tier apa yang paling aman dari,SEGMEN_ANALISIS
uraikan net promoter score untuk pengguna C-0002,ANALISIS_PELANGGAN
kolom apa yang neural network untuk prediksi tidak aktif lagi,MODEL_INFO
mulai,GREETING
uraikan risk score untuk konsumen C-0075,ANALISIS_PELANGGAN
selamat pagi,GREETING
hai cs,GREETING
hai bot,GREETING
mana yang lebih banyak berhenti antara kontrak triwulan,SEGMEN_ANALISIS
ada berapa akun kontrak monthly yang mau keluar,JUMLAH_RISIKO_TINGGI
grafik churn untuk kontrak annual,TREN_CHURN
bagaimana perubahan unsubscribe tahun ini,TREN_CHURN
please cek customer pelanggan utama yang mau kabur,VIP_RISK
bagaimana memenangkan kembali user yang hampir resign,STRATEGI_RETENSI
berapa banyak akun kontrak semi-annual yang mau off,JUMLAH_RISIKO_TINGGI
total akun yang probabilitas cancel-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
apa pola klien yang off di plan basic,FAKTOR_CHURN
jumlah user plan enterprise yang berisiko tinggi,JUMLAH_RISIKO_TINGGI
bagaimana terakhir secara keseluruhan semester ini,METRIK_OVERVIEW
buka risk score untuk konsumen C-0120,ANALISIS_PELANGGAN
bagaimana model memprediksi tidak perpanjang,MODEL_INFO
subscriber baru bulan ini,METRIK_OVERVIEW
breakdown tidak lanjut per,SEGMEN_ANALISIS
minta ketikkan teks penawaran untuk subscriber C-0021,DRAF_EMAIL
please ketikkan pesan retensi untuk member C-0600,DRAF_EMAIL
lihat hari sejak login untuk akun C-0750,ANALISIS_PELANGGAN
langkah untuk customer yang total billed-nya rendah,STRATEGI_RETENSI
kolom hari sejak login mana yang paling penting untuk prediksi berhenti berlangganan,FAKTOR_CHURN
perlihatkan keterlambatan bayar untuk pelanggan C-0003,ANALISIS_PELANGGAN
ada berapa customer kontrak semi-annual yang mau off,JUMLAH_RISIKO_TINGGI
hay,GREETING
berapa total klien kuartal lalu,METRIK_OVERVIEW
persentase tidak perpanjang tiap kelompok akun,SEGMEN_ANALISIS
kolom apa yang dipakai random forest untuk prediksi mundur,MODEL_INFO
periksa churn probability untuk member C-0600,ANALISIS_PELANGGAN
bagaimana algoritma memprediksi berhenti berlangganan,MODEL_INFO
kenapa subscriber churn,FAKTOR_CHURN
bagaimana total billed secara kuartal ini,METRIK_OVERVIEW
bagaimana cara kerja deep learning prediksi unsubscribe,MODEL_INFO
teknik untuk subscriber yang banyak tiket support-nya rendah,STRATEGI_RETENSI
kondisi konsumen hari gimana,METRIK_OVERVIEW
bagaimana cara kerja neural network mundur,MODEL_INFO
tidak lanjut berdasarkan kelompok pelanggan,SEGMEN_ANALISIS
ketikkan surat elektronik khusus untuk customer VIP,DRAF_EMAIL
sajikan net promoter score untuk pengguna C-0150,ANALISIS_PELANGGAN
total member yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
apakah tingkat adopsi fitur berkorelasi dengan keluar,FAKTOR_CHURN
bagaimana banyak tiket support berbeda antar bulanan,SEGMEN_ANALISIS
apakah ada kenaikan berhenti 90 hari terakhir,TREN_CHURN
customer dengan total tagihan tinggi yang mau berhenti berlangganan,VIP_RISK
lihat feature adoption untuk pelanggan C-0500,ANALISIS_PELANGGAN
analisis keluar kategori,SEGMEN_ANALISIS
berapa total pengguna churn kuartal,METRIK_OVERVIEW
tuliskan draf notifikasi untuk nasabah C-0003,DRAF_EMAIL
bagaimana net score secara keseluruhan 60 hari terakhir,METRIK_OVERVIEW
historis tidak aktif lagi rate kuartal lalu,TREN_CHURN
pengguna mana yang paling tidak aktif lagi,SEGMEN_ANALISIS
kolom late payment mana yang paling penting untuk prediksi hengkang,FAKTOR_CHURN
analisis metrik tahun ini,METRIK_OVERVIEW
performa sistem prediksi prediksi churn,MODEL_INFO
tuliskan draf pesan diskon untuk konsumen C-0120,DRAF_EMAIL
bagaimana pembayaran terlambat secara keseluruhan pekan ini,METRIK_OVERVIEW
daftarkan member big client yang mau resign,VIP_RISK
bagaimana evolusi churn 90 hari terakhir,TREN_CHURN
mana yang lebih banyak tidak perpanjang antara kategori,SEGMEN_ANALISIS
member VIP mana yang mau unsubscribe,VIP_RISK
ketikkan draf surat untuk subscriber C-0099,DRAF_EMAIL
machine learning apa yang digunakan prediksi cabut,MODEL_INFO
paket tahunan apa yang aman dari off,SEGMEN_ANALISIS
bagaimana strategi mencegah hengkang,STRATEGI_RETENSI
daftarkan user big client yang mau mundur,VIP_RISK
berapa jumlah konsumen kontrak monthly yang mau tidak aktif lagi,JUMLAH_RISIKO_TINGGI
performa sistem cerdas prediksi tidak aktif lagi,MODEL_INFO
apa pola klien yang tidak lanjut di plan basic,FAKTOR_CHURN
analisis off berdasarkan kategori,SEGMEN_ANALISIS
bagaimana usage secara keseluruhan 60 hari terakhir,METRIK_OVERVIEW
kondisi pengguna hari ini gimana,METRIK_OVERVIEW
kenapa konsumen mundur,FAKTOR_CHURN
jumlah pelanggan kontrak semi-annual yang mau tidak aktif lagi,JUMLAH_RISIKO_TINGGI
bagaimana NPS antar kategori,SEGMEN_ANALISIS
hei,GREETING
apa hubungan skor risiko dengan risiko tidak lanjut,FAKTOR_CHURN
dong analisis profil subscriber C-0015,ANALISIS_PELANGGAN
gambaran umum resign,METRIK_OVERVIEW
bagaimana count secara keseluruhan 30 hari terakhir,METRIK_OVERVIEW
metrik berhenti,METRIK_OVERVIEW
kolom keterlambatan bayar mana yang paling penting untuk prediksi hengkang,FAKTOR_CHURN
fluktuasi cabut rate semester ini,TREN_CHURN
klien 30 hari terakhir gimana,METRIK_OVERVIEW
berapa member kontrak monthly yang mau tidak aktif lagi,JUMLAH_RISIKO_TINGGI
total member yang mau off,JUMLAH_RISIKO_TINGGI
ketik penawaran khusus via pesan untuk nasabah starter,DRAF_EMAIL
hai mau,GREETING
user mana yang paling churn,SEGMEN_ANALISIS
ringkasan metrik churn,METRIK_OVERVIEW
buka dunning count untuk subscriber C-0175,ANALISIS_PELANGGAN
bantu apa,GREETING
kenapa banyak akun semi-annual yang unsubscribe,FAKTOR_CHURN
kolom total tagihan mana yang paling penting untuk prediksi tidak perpanjang,FAKTOR_CHURN
bagaimana keterlambatan bayar keseluruhan bulan lalu,METRIK_OVERVIEW
diminta ketikkan draf pesan untuk subscriber C-0150,DRAF_EMAIL
bagaimana late payment berbeda antar kelompok,SEGMEN_ANALISIS
list akun akun strategis yang probabilitas cancel-nya tinggi,VIP_RISK
berapa banyak nasabah kontrak monthly yang mau off,JUMLAH_RISIKO_TINGGI
resign rate per type,SEGMEN_ANALISIS
indikator mana yang paling mempengaruhi churn,FAKTOR_CHURN
model ML apa digunakan untuk prediksi berhenti,MODEL_INFO
apakah skor kepuasan dipakai sebagai input,MODEL_INFO
inisiatif untuk nasabah yang terakhir login-nya rendah,STRATEGI_RETENSI
bisa cek subscriber enterprise yang mau kabur,VIP_RISK
hitungan customer kategori kritis,JUMLAH_RISIKO_TINGGI
bagaimana historis tidak lanjut tahun lalu,TREN_CHURN
susunkankan draf pesan untuk akun C-0700,DRAF_EMAIL
persentase churn tiap kelompok member,SEGMEN_ANALISIS
apa hubungan churn probability dengan risiko off,FAKTOR_CHURN
buat email follow up untuk klien C-0002,DRAF_EMAIL
tunjukkan tingkat adopsi fitur untuk konsumen C-0550,ANALISIS_PELANGGAN
analisis skor kepuasan untuk pelanggan C-0750,ANALISIS_PELANGGAN
bagaimana NPS berbeda antar kelompok pelanggan,SEGMEN_ANALISIS
pergerakan berhenti rate minggu lalu,TREN_CHURN
random forest apa yang digunakan untuk prediksi tidak lanjut,MODEL_INFO
bagaimana keterlambatan bayar keseluruhan pekan ini,METRIK_OVERVIEW
tampilkan ticket count untuk akun C-0175,ANALISIS_PELANGGAN
pendekatan untuk member yang keterlambatan bayar-nya rendah,STRATEGI_RETENSI
statistik keluar rate pekan ini,TREN_CHURN
susunkan pesan follow up untuk pelanggan C-0350,DRAF_EMAIL
enterprise mana yang paling banyak tidak,SEGMEN_ANALISIS
grafik mundur rate 60 hari terakhir,TREN_CHURN
tolong ketikkan pesan diskon untuk konsumen C-0012,DRAF_EMAIL
evolusi tidak perpanjang plan premium gimana,TREN_CHURN
berapa klien baru 30 hari,METRIK_OVERVIEW
inisiatif apa untuk menjaga nasabah akun strategis,STRATEGI_RETENSI
buka churn probability untuk user C-0009,ANALISIS_PELANGGAN
pendekatan untuk nasabah yang risk score-nya rendah,STRATEGI_RETENSI
berapa total nasabah churn hari,METRIK_OVERVIEW
bagaimana memenangkan kembali customer yang hampir berhenti,STRATEGI_RETENSI
persentase tidak lanjut tiap kelompok subscriber,SEGMEN_ANALISIS
bagaimana model menghitung churn,MODEL_INFO
apa yang membuat nasabah keluar,FAKTOR_CHURN
berapa total konsumen churn tahun lalu,METRIK_OVERVIEW
bisa apa saja,GREETING
tips untuk konsumen yang pembayaran terlambat-nya rendah,STRATEGI_RETENSI
cara untuk konsumen yang net promoter score-nya rendah,STRATEGI_RETENSI
perubahan berhenti berlangganan rate kuartal ini,TREN_CHURN
buatkan pesan retensi follow up untuk pelanggan C-0005,DRAF_EMAIL
seberapa banyak customer kontrak monthly yang mau cabut,JUMLAH_RISIKO_TINGGI
kenapa user plan premium banyak yang off,FAKTOR_CHURN
bagaimana dunning count dari pengguna C-0120,ANALISIS_PELANGGAN
kasih tau pendapatan untuk pengguna C-1000,ANALISIS_PELANGGAN
analisis resign berdasarkan premium,SEGMEN_ANALISIS
rekomendasi untuk user yang pemakaian bulanan-nya rendah,STRATEGI_RETENSI
uraikan terakhir login untuk member C-0600,ANALISIS_PELANGGAN
compose surat elektronik untuk klien big client yang mau tidak aktif lagi,DRAF_EMAIL
tindakan untuk member yang NPS-nya rendah,STRATEGI_RETENSI
kasih tau kebijakan biar unsubscribe turun,STRATEGI_RETENSI
kolom churn probability mana yang paling penting untuk prediksi mundur,FAKTOR_CHURN
bagaimana dinamika unsubscribe 30 hari terakhir,TREN_CHURN
bagaimana perubahan tidak perpanjang minggu ini,TREN_CHURN
berapa jumlah akun kontrak kuartalan yang mau tidak aktif lagi,JUMLAH_RISIKO_TINGGI
kondisi member 90 terakhir gimana,METRIK_OVERVIEW
bagaimana pola tidak aktif lagi hari ini,TREN_CHURN
evolusi mundur rate tahun ini,TREN_CHURN
NPS secara keseluruhan minggu ini,METRIK_OVERVIEW
apa sih yang bikin akun keluar,FAKTOR_CHURN
hei,GREETING
compare tidak lanjut plan basic vs plan lain,SEGMEN_ANALISIS
program mempertahankan member plan professional,STRATEGI_RETENSI
apa pola pengguna yang berhenti berlangganan di plan basic,FAKTOR_CHURN
coba ketikkan pesan follow up untuk user C-0750,DRAF_EMAIL
paket tahunan apa yang paling aman dari aktif lagi,SEGMEN_ANALISIS
hitung pengguna kontrak triwulan yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
bisa ketikkan surat untuk klien C-0003,DRAF_EMAIL
klien premium dengan pembayaran terlambat rendah siapa,VIP_RISK
strategi untuk subscriber yang hari sejak login-nya rendah,STRATEGI_RETENSI
jumlah pelanggan kontrak annual yang mau putus kontrak,JUMLAH_RISIKO_TINGGI
seberapa banyak konsumen kontrak monthly yang mau cabut,JUMLAH_RISIKO_TINGGI
user dengan total tagihan tinggi yang mau putus kontrak,VIP_RISK
hai semuanya,GREETING
bagaimana churn probability keseluruhan pekan ini,METRIK_OVERVIEW
program retensi apa yang efektif untuk customer semi-annual,STRATEGI_RETENSI
bagaimana dunning count secara keseluruhan ini,METRIK_OVERVIEW
seberapa banyak konsumen kontrak triwulan yang mau berhenti,JUMLAH_RISIKO_TINGGI
bagaimana pergerakan tidak lanjut semester ini,TREN_CHURN
total persen subscriber berisiko,JUMLAH_RISIKO_TINGGI
metrik utama semester ini,METRIK_OVERVIEW
kenapa banyak subscriber kuartalan yang unsubscribe,FAKTOR_CHURN
teknik algoritma keluar,MODEL_INFO
bagaimana kurva off 90 hari terakhir,TREN_CHURN
performa prediksi prediksi hengkang,MODEL_INFO
apakah total billed berkorelasi dengan off,FAKTOR_CHURN
compose teks penawaran untuk pengguna top account yang mau putus kontrak,DRAF_EMAIL
buatkankan draf notifikasi untuk akun C-0350,DRAF_EMAIL
performa model tidak lanjut,MODEL_INFO
diminta tuliskan pesan penawaran untuk subscriber,DRAF_EMAIL
klien enterprise dengan total billed rendah siapa,VIP_RISK
bagaimana pola resign bulan lalu,TREN_CHURN
bagaimana kerja algoritma prediksi tidak aktif lagi,MODEL_INFO
deep learning prediksi tidak lanjut,MODEL_INFO
teknik mempertahankan customer plan professional,STRATEGI_RETENSI
berapa jumlah akun yang probabilitas berhenti-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
bagaimana pemakaian bulanan secara semester ini,METRIK_OVERVIEW
periksa NPS untuk pelanggan C-0150,ANALISIS_PELANGGAN
perlihatkan pembayaran terlambat untuk klien C-0900,ANALISIS_PELANGGAN
bisa cek subscriber revenue tertinggi yang mau kabur,VIP_RISK
tuliskan surat follow up untuk customer C-0800,DRAF_EMAIL
kenapa banyak konsumen tahunan yang hengkang,FAKTOR_CHURN
apakah ada kenaikan tidak perpanjang tahun ini,TREN_CHURN
upaya untuk pelanggan yang hari sejak login-nya rendah,STRATEGI_RETENSI
menu apa saja yang,GREETING
teknik model ML untuk berhenti berlangganan,MODEL_INFO
seberapa banyak klien kontrak monthly yang mau keluar,JUMLAH_RISIKO_TINGGI
bagaimana keterlambatan bayar mempengaruhi tidak aktif lagi,FAKTOR_CHURN
kenapa banyak nasabah monthly yang tidak perpanjang,FAKTOR_CHURN
hitungan klien yang mau putus kontrak,JUMLAH_RISIKO_TINGGI
kondisi pengguna 30 hari terakhir gimana,METRIK_OVERVIEW
siapa pelanggan revenue tertinggi yang berisiko churn,VIP_RISK
tren keluar untuk kontrak tahunan,TREN_CHURN
kasih tau metrik utama minggu ini,METRIK_OVERVIEW
kenapa banyak klien triwulan yang churn,FAKTOR_CHURN
perubahan resign rate tahun ini,TREN_CHURN
perubahan unsubscribe untuk kontrak semi-annual,TREN_CHURN
sebab mana yang paling mempengaruhi off,FAKTOR_CHURN
kenapa pengguna plan premium banyak yang keluar,FAKTOR_CHURN
kondisi pelanggan 30 hari terakhir gimana,METRIK_OVERVIEW
kebijakan untuk akun yang total tagihan-nya rendah,STRATEGI_RETENSI
bikin pesan follow up untuk user C-0003,DRAF_EMAIL
pergerakan angka mundur 60 hari terakhir,TREN_CHURN
pergerakan angka tidak lanjut 90 hari terakhir,TREN_CHURN
bagaimana teknologi memprediksi,MODEL_INFO
bagaimana pergerakan tidak lanjut minggu lalu,TREN_CHURN
composekankan template notifikasi untuk klien dengan NPS rendah,DRAF_EMAIL
akun 90 hari terakhir gimana,METRIK_OVERVIEW
mana yang lebih banyak putus antara paket tahunan,SEGMEN_ANALISIS
perubahan churn untuk kontrak bulanan,TREN_CHURN
jabarkan churn probability untuk user C-0450,ANALISIS_PELANGGAN
bagaimana pola unsubscribe tahun lalu,TREN_CHURN
siapa akun akun strategis yang berisiko tidak lanjut,VIP_RISK
kenapa banyak pelanggan bulanan yang off,FAKTOR_CHURN
paket bulanan mana yang paling banyak resign,SEGMEN_ANALISIS
breakdown per tier,SEGMEN_ANALISIS
uraikan NPS untuk subscriber C-0400,ANALISIS_PELANGGAN
analisis terakhir login untuk klien C-0200,ANALISIS_PELANGGAN
berapa jumlah konsumen kontrak kuartalan yang mau mundur,JUMLAH_RISIKO_TINGGI
user pelanggan besar dengan tenure rendah siapa,VIP_RISK
jumlah pelanggan yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
bagaimana pendapatan berbeda antar kontrak annual,SEGMEN_ANALISIS
berikan gambaran umum dashboard minggu,METRIK_OVERVIEW
performa teknologi tidak perpanjang,MODEL_INFO
tunjukkan pendapatan untuk pelanggan C-0350,ANALISIS_PELANGGAN
malam,GREETING
kerjakankan draf pesan follow up untuk user C-0021,DRAF_EMAIL
kolom apa yang dipakai machine learning untuk tidak lanjut,MODEL_INFO
tunjukkan total billed untuk customer C-0015,ANALISIS_PELANGGAN
hengkang saat ini,METRIK_OVERVIEW
pola hengkang nasabah,TREN_CHURN
ketikkan draf pesan untuk klien C-0008,DRAF_EMAIL
berapa jumlah pengguna kontrak semi-annual yang mau resign,JUMLAH_RISIKO_TINGGI
pengguna top account mana yang mau cabut,VIP_RISK
kondisi user ini gimana,METRIK_OVERVIEW
kasih tau utama minggu lalu,METRIK_OVERVIEW
met pagi,GREETING
jumlah konsumen kontrak triwulan yang mau cancel,JUMLAH_RISIKO_TINGGI
tolong ketikkan email untuk member C-1000,DRAF_EMAIL
hitungan akun kontrak triwulan yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
berapa banyak akun kontrak kuartalan yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
buatkankan draf surat untuk subscriber C-0100,DRAF_EMAIL
siapa akun akun strategis yang berisiko keluar,VIP_RISK
bagaimana kurva cabut 30 hari terakhir,TREN_CHURN
bagaimana fluktuasi tidak aktif lagi pekan ini,TREN_CHURN
bagaimana fluktuasi tidak perpanjang bulan ini,TREN_CHURN
ciri ciri nasabah yang akan hengkang itu apa,FAKTOR_CHURN
kenapa banyak subscriber bulanan yang mundur,FAKTOR_CHURN
teknik untuk nasabah yang usage-nya rendah,STRATEGI_RETENSI
bantu ketik draf pesan penawaran untuk subscriber,DRAF_EMAIL
berapa konsumen baru 90 hari terakhir,METRIK_OVERVIEW
paparkan hari sejak login untuk konsumen C-0008,ANALISIS_PELANGGAN
random forest prediksi berapa,MODEL_INFO
perkembangan berhenti berlangganan rate kuartal lalu,TREN_CHURN
bagaimana cara kerja random prediksi off,MODEL_INFO
buka terakhir login untuk akun C-0400,ANALISIS_PELANGGAN
bagaimana pola keluar tahun ini,TREN_CHURN
cs copilot,GREETING
bagaimana skor secara keseluruhan 30 hari terakhir,METRIK_OVERVIEW
kebijakan untuk nasabah yang banyak tiket support-nya rendah,STRATEGI_RETENSI
vs annual hengkang rate,SEGMEN_ANALISIS
kamu bisa apa,GREETING
ciri ciri klien yang akan berhenti itu apa,FAKTOR_CHURN
